instance,gs,nc,ne,ps,xi
C2_10_1.txt,9,0.65,0.51,4,0.43
C1_8_4.txt,11,0.43,0.64,7,0.43
R1_8_6.txt,9,0.4,0.65,6,0.45
RC1_4_5.txt,13,0.47,0.62,9,0.4
C2_6_1.txt,9,0.66,0.5,4,0.42
RC2_6_9.txt,9,0.66,0.49,4,0.42
R2_2_6.txt,16,0.33,0.38,17,0.43
RC1_6_6.txt,10,0.41,0.62,5,0.44
RC1_2_9.txt,16,0.31,0.38,18,0.44
R1_6_1.txt,10,0.4,0.62,5,0.44
R1_4_7.txt,11,0.44,0.64,7,0.43
R2_6_4.txt,10,0.4,0.61,5,0.44
RC1_6_8.txt,10,0.41,0.64,6,0.44
R1_4_5.txt,12,0.45,0.61,6,0.42
RC1_10_4.txt,9,0.39,0.65,6,0.45
R1_10_4.txt,9,0.39,0.65,6,0.45
C1_2_9.txt,12,0.23,0.4,20,0.54
C1_2_6.txt,12,0.22,0.4,20,0.55
R2_4_5.txt,9,0.68,0.46,6,0.44
R2_10_10.txt,9,0.53,0.55,4,0.52
RC2_6_6.txt,9,0.67,0.49,4,0.42
C1_6_2.txt,15,0.46,0.59,10,0.37
RC2_8_10.txt,9,0.6,0.52,4,0.45
RC2_2_2.txt,15,0.28,0.39,19,0.49
C2_8_2.txt,9,0.62,0.47,5,0.41
C1_6_7.txt,11,0.43,0.41,12,0.46
RC1_10_9.txt,9,0.38,0.62,5,0.44
C2_8_5.txt,9,0.68,0.49,4,0.42
R2_2_3.txt,16,0.33,0.38,16,0.42
R2_6_10.txt,10,0.6,0.51,4,0.44
RC2_8_8.txt,10,0.38,0.59,4,0.45
RC1_4_3.txt,11,0.45,0.64,8,0.43
C2_6_10.txt,9,0.66,0.5,4,0.42
R2_8_10.txt,10,0.52,0.54,4,0.48
RC2_10_1.txt,9,0.58,0.53,4,0.48
RC1_10_8.txt,9,0.39,0.64,5,0.44
C2_6_3.txt,12,0.48,0.56,5,0.41
RC1_6_2.txt,10,0.42,0.65,6,0.44
R1_8_5.txt,10,0.39,0.62,5,0.44
C2_6_6.txt,9,0.66,0.5,4,0.42
R2_8_1.txt,10,0.48,0.54,4,0.47
RC2_4_3.txt,14,0.35,0.39,13,0.39
C1_6_6.txt,16,0.44,0.56,11,0.35
RC1_6_10.txt,10,0.4,0.63,5,0.44
RC2_6_7.txt,11,0.5,0.5,6,0.38
R1_2_1.txt,15,0.32,0.38,17,0.45
C2_2_3.txt,16,0.3,0.38,19,0.45
C1_4_2.txt,18,0.28,0.38,17,0.4
C2_10_4.txt,10,0.4,0.6,5,0.44
RC1_10_1.txt,10,0.38,0.62,5,0.44
C1_2_10.txt,15,0.26,0.39,20,0.5
C2_4_6.txt,13,0.41,0.38,15,0.47
R2_4_1.txt,10,0.5,0.4,12,0.48
RC1_10_6.txt,10,0.38,0.62,5,0.44
R2_10_7.txt,9,0.36,0.63,5,0.45
RC1_2_5.txt,17,0.29,0.38,18,0.42
C1_8_10.txt,11,0.44,0.63,7,0.43
R2_2_4.txt,15,0.34,0.38,16,0.42
C1_10_4.txt,10,0.42,0.63,6,0.44
R1_2_8.txt,16,0.41,0.52,12,0.34
R2_8_3.txt,9,0.37,0.62,5,0.45
R1_6_5.txt,10,0.4,0.62,5,0.44
C1_10_8.txt,12,0.44,0.6,6,0.43
C2_6_8.txt,9,0.66,0.5,4,0.42
R2_4_8.txt,13,0.37,0.4,12,0.4
R1_8_2.txt,9,0.4,0.65,6,0.45
C1_8_2.txt,12,0.47,0.63,8,0.41
RC1_6_3.txt,10,0.41,0.65,6,0.44
RC2_10_2.txt,9,0.36,0.62,5,0.45
R1_10_8.txt,9,0.39,0.65,6,0.45
RC2_6_8.txt,11,0.51,0.5,6,0.39
R2_10_9.txt,8,0.37,0.57,4,0.5
R2_6_5.txt,9,0.63,0.51,4,0.43
RC2_4_1.txt,9,0.67,0.45,6,0.45
C2_4_4.txt,14,0.34,0.38,14,0.4
R1_2_5.txt,15,0.32,0.38,16,0.43
R2_8_7.txt,9,0.37,0.62,5,0.45
R1_2_10.txt,17,0.33,0.43,14,0.34
RC2_10_3.txt,9,0.37,0.62,5,0.45
C1_10_3.txt,11,0.43,0.63,6,0.43
RC1_10_3.txt,9,0.39,0.65,6,0.45
C1_8_1.txt,14,0.48,0.57,9,0.38
RC1_2_8.txt,17,0.3,0.38,17,0.41
RC1_10_5.txt,9,0.39,0.64,5,0.44
RC1_6_5.txt,10,0.42,0.64,6,0.44
C2_2_6.txt,14,0.26,0.39,20,0.51
RC2_6_3.txt,12,0.48,0.57,7,0.4
C2_8_8.txt,9,0.67,0.49,4,0.42
RC2_4_9.txt,9,0.63,0.43,7,0.46
RC2_2_9.txt,14,0.31,0.38,18,0.49
C1_4_9.txt,14,0.26,0.39,19,0.51
C1_4_3.txt,18,0.3,0.39,16,0.37
C1_2_8.txt,12,0.22,0.4,20,0.55
R2_8_8.txt,9,0.37,0.62,5,0.45
C2_10_9.txt,11,0.56,0.53,4,0.43
RC2_10_5.txt,9,0.39,0.57,4,0.47
C1_10_10.txt,11,0.42,0.62,6,0.43
R1_6_9.txt,10,0.41,0.64,6,0.44
R1_10_10.txt,9,0.39,0.64,5,0.44
C1_4_5.txt,12,0.23,0.4,20,0.55
R1_10_3.txt,9,0.39,0.65,6,0.45
R2_2_7.txt,16,0.33,0.38,16,0.42
R2_2_10.txt,15,0.34,0.38,17,0.47
C2_10_8.txt,9,0.64,0.51,4,0.43
RC2_2_10.txt,15,0.31,0.38,18,0.49
R1_10_7.txt,9,0.39,0.65,6,0.45
R2_10_3.txt,9,0.36,0.63,5,0.45
RC1_8_10.txt,9,0.39,0.63,5,0.44
R1_2_9.txt,17,0.31,0.39,15,0.36
R1_8_7.txt,9,0.4,0.65,6,0.45
R2_4_9.txt,12,0.42,0.39,13,0.46
C2_8_1.txt,9,0.68,0.49,4,0.42
RC1_8_4.txt,9,0.4,0.65,6,0.45
RC1_8_3.txt,9,0.4,0.65,6,0.45
R1_4_9.txt,13,0.47,0.62,8,0.41
RC1_2_6.txt,15,0.28,0.39,19,0.49
C2_2_2.txt,16,0.29,0.38,19,0.47
C2_2_1.txt,14,0.26,0.39,20,0.52
RC2_10_10.txt,9,0.57,0.53,4,0.48
R2_10_5.txt,9,0.56,0.54,4,0.51
C1_4_7.txt,12,0.24,0.4,19,0.54
C1_8_3.txt,11,0.45,0.64,7,0.43
C1_10_7.txt,11,0.59,0.52,4,0.42
RC1_2_10.txt,16,0.31,0.38,17,0.44
RC1_4_1.txt,12,0.46,0.61,7,0.42
R1_6_3.txt,9,0.4,0.65,6,0.44
RC2_10_9.txt,9,0.57,0.53,4,0.48
RC2_8_5.txt,10,0.39,0.58,4,0.45
R2_2_9.txt,15,0.32,0.38,18,0.46
C1_10_9.txt,12,0.47,0.56,4,0.43
RC1_6_7.txt,10,0.42,0.64,6,0.44
R2_10_2.txt,8,0.35,0.62,4,0.46
RC1_8_7.txt,9,0.4,0.64,6,0.44
RC2_10_8.txt,9,0.4,0.56,4,0.47
RC1_6_1.txt,10,0.41,0.62,5,0.44
RC1_8_8.txt,9,0.4,0.64,6,0.44
C2_10_10.txt,9,0.64,0.51,4,0.43
RC2_10_4.txt,9,0.37,0.62,5,0.45
RC1_2_4.txt,17,0.31,0.39,15,0.37
C2_4_1.txt,10,0.6,0.42,10,0.48
RC1_2_2.txt,18,0.29,0.38,17,0.39
R2_8_6.txt,9,0.37,0.62,5,0.45
C1_8_5.txt,13,0.48,0.6,8,0.4
R2_2_8.txt,15,0.34,0.38,16,0.42
RC1_10_2.txt,9,0.4,0.65,6,0.45
R2_2_5.txt,13,0.41,0.38,16,0.49
R1_6_4.txt,9,0.4,0.65,6,0.45
R1_6_6.txt,10,0.41,0.65,6,0.44
R1_4_4.txt,10,0.43,0.64,7,0.44
RC2_6_10.txt,9,0.65,0.49,4,0.42
R2_8_5.txt,9,0.59,0.53,4,0.47
RC1_10_10.txt,9,0.38,0.62,5,0.44
R1_4_6.txt,11,0.46,0.64,8,0.42
RC1_4_9.txt,11,0.44,0.62,6,0.43
RC1_6_4.txt,9,0.41,0.65,6,0.44
RC2_2_5.txt,14,0.26,0.39,20,0.51
R2_10_6.txt,8,0.35,0.62,4,0.46
RC2_4_7.txt,13,0.38,0.39,13,0.43
RC1_4_4.txt,11,0.44,0.64,7,0.43
R2_6_8.txt,10,0.4,0.61,5,0.44
R1_2_3.txt,16,0.39,0.5,12,0.33
RC1_8_2.txt,9,0.4,0.65,6,0.44
RC1_6_9.txt,10,0.4,0.62,5,0.44
RC1_10_7.txt,9,0.39,0.64,5,0.44
C1_8_7.txt,11,0.57,0.52,4,0.41
R2_2_1.txt,15,0.3,0.38,19,0.48
R1_8_8.txt,9,0.39,0.65,6,0.45
C2_6_5.txt,9,0.66,0.5,4,0.42
C2_10_6.txt,10,0.63,0.51,4,0.43
R1_10_9.txt,9,0.39,0.64,5,0.44
C2_2_5.txt,14,0.26,0.39,20,0.51
RC2_2_8.txt,15,0.28,0.39,19,0.5
R1_8_4.txt,9,0.39,0.65,6,0.45
C1_8_8.txt,12,0.46,0.62,7,0.42
C1_2_4.txt,17,0.28,0.38,19,0.45
R2_6_9.txt,10,0.42,0.58,4,0.44
R1_6_8.txt,9,0.4,0.65,6,0.45
C2_6_7.txt,9,0.64,0.5,4,0.41
RC2_10_6.txt,9,0.58,0.53,4,0.48
R2_8_2.txt,9,0.37,0.62,5,0.45
RC2_6_5.txt,11,0.5,0.49,6,0.38
RC1_8_9.txt,10,0.39,0.62,5,0.44
C1_6_4.txt,13,0.47,0.62,9,0.4
R2_4_2.txt,14,0.35,0.39,13,0.4
R2_4_4.txt,13,0.37,0.4,12,0.4
RC2_2_1.txt,14,0.3,0.39,19,0.51
C2_4_8.txt,10,0.56,0.41,11,0.48
R1_10_5.txt,9,0.38,0.62,5,0.44
C2_10_2.txt,11,0.46,0.56,4,0.44
RC2_4_10.txt,9,0.59,0.42,8,0.46
C2_4_5.txt,10,0.59,0.41,10,0.48
R1_10_1.txt,10,0.38,0.62,5,0.44
C1_4_10.txt,17,0.3,0.38,17,0.41
R1_8_9.txt,9,0.4,0.64,6,0.44
RC2_4_8.txt,12,0.38,0.39,13,0.43
RC2_8_9.txt,9,0.6,0.52,4,0.45
C2_2_7.txt,15,0.27,0.39,20,0.5
R1_8_10.txt,9,0.39,0.64,5,0.44
C1_4_8.txt,13,0.25,0.4,19,0.52
R2_6_3.txt,10,0.4,0.61,5,0.44
C1_10_1.txt,13,0.49,0.57,6,0.41
R2_4_3.txt,13,0.36,0.4,13,0.4
RC2_10_7.txt,9,0.38,0.57,4,0.47
C2_6_4.txt,12,0.47,0.57,5,0.42
RC2_8_4.txt,9,0.38,0.62,5,0.44
C1_10_5.txt,12,0.46,0.58,5,0.42
C2_4_2.txt,15,0.33,0.38,15,0.4
RC2_8_1.txt,9,0.62,0.52,4,0.45
RC1_4_6.txt,11,0.45,0.61,6,0.42
C2_8_6.txt,9,0.67,0.49,4,0.42
RC1_4_8.txt,11,0.45,0.64,7,0.43
R2_2_2.txt,16,0.32,0.37,17,0.43
R1_4_1.txt,12,0.46,0.6,6,0.42
C2_8_3.txt,10,0.57,0.48,5,0.4
RC2_4_6.txt,9,0.66,0.45,6,0.45
RC2_2_4.txt,16,0.32,0.38,18,0.45
C2_4_10.txt,10,0.52,0.4,12,0.48
R2_6_7.txt,10,0.4,0.61,5,0.44
C2_8_4.txt,11,0.52,0.5,5,0.39
R2_10_8.txt,9,0.37,0.63,5,0.45
R1_4_10.txt,11,0.45,0.63,8,0.42
C1_6_8.txt,15,0.45,0.56,11,0.35
R1_2_7.txt,16,0.39,0.51,12,0.33
R2_4_10.txt,9,0.6,0.42,8,0.47
C1_2_7.txt,11,0.22,0.4,20,0.56
RC2_8_6.txt,9,0.61,0.52,4,0.45
C1_6_9.txt,14,0.42,0.49,10,0.36
R1_4_2.txt,12,0.46,0.64,8,0.42
R1_10_6.txt,9,0.39,0.65,6,0.45
R2_10_1.txt,9,0.5,0.55,4,0.52
C1_8_6.txt,13,0.47,0.62,8,0.4
R1_2_2.txt,17,0.37,0.48,13,0.33
RC2_6_2.txt,12,0.47,0.58,7,0.41
RC1_2_1.txt,13,0.25,0.39,19,0.52
RC1_8_6.txt,10,0.39,0.62,5,0.44
C2_4_7.txt,14,0.35,0.38,16,0.44
C2_8_9.txt,9,0.66,0.49,4,0.41
R2_8_9.txt,9,0.37,0.59,4,0.45
C2_6_2.txt,12,0.52,0.52,5,0.4
C2_6_9.txt,10,0.62,0.5,4,0.41
C1_2_2.txt,14,0.25,0.39,20,0.51
R2_6_2.txt,10,0.39,0.62,5,0.44
C1_6_1.txt,12,0.26,0.4,18,0.5
R1_2_6.txt,17,0.38,0.49,13,0.33
RC1_8_1.txt,10,0.39,0.62,5,0.44
C2_8_7.txt,9,0.66,0.48,4,0.41
C1_8_9.txt,12,0.45,0.59,5,0.42
RC2_8_7.txt,10,0.38,0.59,4,0.45
R2_10_4.txt,9,0.37,0.63,5,0.45
R1_2_4.txt,16,0.4,0.52,12,0.34
RC2_8_3.txt,9,0.38,0.62,5,0.44
C2_4_9.txt,14,0.36,0.38,15,0.44
RC1_4_10.txt,11,0.43,0.62,6,0.43
RC2_2_6.txt,14,0.3,0.39,19,0.5
R1_8_1.txt,10,0.39,0.62,5,0.44
C1_6_10.txt,14,0.47,0.6,10,0.38
RC2_6_1.txt,9,0.67,0.49,4,0.42
RC2_2_3.txt,16,0.3,0.38,19,0.47
RC1_8_5.txt,10,0.4,0.64,6,0.44
R2_4_7.txt,13,0.36,0.4,13,0.4
R1_8_3.txt,9,0.4,0.65,6,0.45
RC1_2_3.txt,18,0.3,0.39,16,0.37
C2_2_4.txt,16,0.31,0.38,18,0.44
R2_6_1.txt,10,0.59,0.51,4,0.43
RC2_8_2.txt,9,0.38,0.62,5,0.45
C1_4_6.txt,13,0.24,0.4,20,0.53
C2_8_10.txt,9,0.67,0.5,4,0.42
C2_2_8.txt,14,0.27,0.39,20,0.51
RC2_2_7.txt,14,0.27,0.39,20,0.5
R2_8_4.txt,9,0.37,0.62,5,0.45
C1_2_5.txt,11,0.22,0.4,20,0.56
C1_2_1.txt,11,0.21,0.4,20,0.56
R1_4_3.txt,11,0.44,0.64,7,0.43
R2_6_6.txt,10,0.39,0.62,5,0.44
R1_6_7.txt,9,0.4,0.65,6,0.44
R2_4_6.txt,14,0.35,0.39,13,0.4
C2_2_10.txt,14,0.27,0.39,19,0.5
R1_6_2.txt,10,0.41,0.65,6,0.44
C2_4_3.txt,15,0.34,0.38,15,0.4
C1_6_3.txt,14,0.47,0.6,10,0.38
C1_10_2.txt,12,0.45,0.63,7,0.42
C2_10_3.txt,11,0.41,0.59,4,0.44
