instance,gs,nc,ne,ps,xi
R2_2_3.txt,15.0,0.32,0.39,19.0,0.45
R2_6_10.txt,10.0,0.46,0.37,5.0,0.21
RC2_8_8.txt,10.0,0.32,0.5,5.0,0.41
RC1_4_3.txt,10.0,0.42,0.44,15.0,0.56
C2_6_10.txt,16.0,0.51,0.51,7.0,0.49
R2_8_10.txt,10.0,0.49,0.51,5.0,0.65
RC2_10_1.txt,10.0,0.55,0.58,5.0,0.65
RC1_10_8.txt,10.0,0.35,0.67,5.0,0.6
C2_6_3.txt,15.0,0.44,0.41,9.0,0.51
RC1_6_2.txt,10.0,0.35,0.57,5.0,0.45
R1_8_5.txt,10.0,0.52,0.58,5.0,0.47
C2_6_6.txt,15.0,0.4,0.43,9.0,0.49
R2_8_1.txt,10.0,0.35,0.47,5.0,0.56
RC2_4_3.txt,10.0,0.49,0.45,5.0,0.47
C1_6_6.txt,10.0,0.38,0.39,12.0,0.56
RC1_6_10.txt,10.0,0.42,0.41,5.0,0.32
RC2_6_7.txt,10.0,0.62,0.4,5.0,0.22
R1_2_1.txt,11.0,0.4,0.25,11.0,0.44
C2_2_3.txt,11.0,0.36,0.33,11.0,0.45
C1_4_2.txt,10.0,0.32,0.42,15.0,0.47
C2_10_4.txt,10.0,0.53,0.48,5.0,0.42
RC1_10_1.txt,12.0,0.35,0.58,5.0,0.67
C1_2_10.txt,38.0,0.45,0.38,19.0,0.4
C2_4_6.txt,10.0,0.45,0.47,15.0,0.53
R2_4_1.txt,17.0,0.51,0.44,15.0,0.51
RC1_10_6.txt,10.0,0.35,0.49,5.0,0.63
R2_10_7.txt,10.0,0.16,0.6,5.0,0.65
RC1_2_5.txt,16.0,0.22,0.34,22.0,0.56
C1_8_10.txt,10.0,0.34,0.57,5.0,0.51
R2_2_4.txt,15.0,0.38,0.39,15.0,0.49
C1_10_4.txt,10.0,0.38,0.55,5.0,0.36
R1_2_8.txt,14.0,0.35,0.35,15.0,0.49
R2_8_3.txt,10.0,0.64,0.65,5.0,0.41
R1_6_5.txt,10.0,0.62,0.51,5.0,0.31
C1_10_8.txt,10.0,0.61,0.52,5.0,0.44
C2_6_8.txt,16.0,0.49,0.48,7.0,0.49
R2_4_8.txt,10.0,0.44,0.45,15.0,0.53
R1_8_2.txt,10.0,0.25,0.48,5.0,0.56
C1_8_2.txt,10.0,0.54,0.54,8.0,0.41
RC1_6_3.txt,10.0,0.28,0.43,5.0,0.43
RC2_10_2.txt,10.0,0.28,0.51,5.0,0.73
R1_10_8.txt,10.0,0.23,0.69,5.0,0.53
RC2_6_8.txt,10.0,0.36,0.41,5.0,0.47
R2_10_9.txt,10.0,0.56,0.6,5.0,0.69
R2_6_5.txt,10.0,0.61,0.43,5.0,0.21
RC2_4_1.txt,10.0,0.44,0.49,15.0,0.55
C2_4_4.txt,15.0,0.59,0.45,5.0,0.38
R1_2_5.txt,10.0,0.19,0.36,24.0,0.48
R2_8_7.txt,10.0,0.52,0.64,5.0,0.6
R1_2_10.txt,38.0,0.46,0.35,15.0,0.38
RC2_10_3.txt,10.0,0.27,0.73,5.0,0.53
C1_10_3.txt,13.0,0.51,0.57,5.0,0.45
RC1_10_3.txt,10.0,0.23,0.71,5.0,0.55
C1_8_1.txt,10.0,0.42,0.46,7.0,0.51
RC1_2_8.txt,38.0,0.46,0.32,14.0,0.44
RC1_10_5.txt,10.0,0.25,0.45,5.0,0.69
RC1_6_5.txt,10.0,0.4,0.67,5.0,0.33
C2_2_6.txt,12.0,0.28,0.45,35.0,0.62
RC2_6_3.txt,10.0,0.48,0.51,5.0,0.24
C2_8_8.txt,14.0,0.62,0.51,5.0,0.42
RC2_4_9.txt,18.0,0.57,0.47,7.0,0.42
RC2_2_9.txt,32.0,0.36,0.28,26.0,0.44
C1_4_9.txt,18.0,0.45,0.42,14.0,0.45
C1_4_3.txt,18.0,0.44,0.42,14.0,0.45
C1_2_8.txt,10.0,0.16,0.32,24.0,0.5
R2_8_8.txt,10.0,0.57,0.64,5.0,0.55
C2_10_9.txt,10.0,0.58,0.47,5.0,0.35
RC2_10_5.txt,10.0,0.53,0.62,5.0,0.69
C1_10_10.txt,10.0,0.36,0.46,5.0,0.44
R1_6_9.txt,15.0,0.47,0.69,5.0,0.39
R1_10_10.txt,10.0,0.27,0.46,5.0,0.65
C1_4_5.txt,10.0,0.2,0.38,18.0,0.48
R1_10_3.txt,10.0,0.64,0.67,5.0,0.6
R2_2_7.txt,12.0,0.22,0.41,35.0,0.58
R2_2_10.txt,12.0,0.32,0.27,16.0,0.47
C2_10_8.txt,10.0,0.58,0.53,5.0,0.38
RC2_2_10.txt,18.0,0.35,0.35,15.0,0.49
R1_10_7.txt,10.0,0.58,0.71,5.0,0.58
R2_10_3.txt,10.0,0.2,0.69,5.0,0.56
RC1_8_10.txt,10.0,0.48,0.58,5.0,0.47
R1_2_9.txt,38.0,0.52,0.34,14.0,0.42
R1_8_7.txt,10.0,0.43,0.62,5.0,0.6
R2_4_9.txt,18.0,0.55,0.44,14.0,0.51
C2_8_1.txt,14.0,0.62,0.51,5.0,0.44
RC1_8_4.txt,10.0,0.58,0.64,5.0,0.53
RC1_8_3.txt,10.0,0.6,0.65,5.0,0.48
R1_4_9.txt,10.0,0.41,0.65,5.0,0.45
RC1_2_6.txt,10.0,0.18,0.41,29.0,0.59
C2_2_2.txt,12.0,0.28,0.43,35.0,0.62
C2_2_1.txt,10.0,0.21,0.4,29.0,0.55
RC2_10_10.txt,10.0,0.64,0.53,5.0,0.67
R2_10_5.txt,12.0,0.54,0.6,5.0,0.67
C1_4_7.txt,11.0,0.28,0.38,23.0,0.59
C1_8_3.txt,10.0,0.4,0.55,5.0,0.49
C1_10_7.txt,10.0,0.65,0.54,5.0,0.47
RC1_2_10.txt,13.0,0.32,0.25,13.0,0.53
RC1_4_1.txt,10.0,0.44,0.64,5.0,0.45
R1_6_3.txt,10.0,0.47,0.64,5.0,0.23
RC2_10_9.txt,10.0,0.45,0.52,5.0,0.65
RC2_8_5.txt,10.0,0.32,0.43,5.0,0.6
R2_2_9.txt,10.0,0.23,0.42,29.0,0.55
C1_10_9.txt,10.0,0.66,0.54,5.0,0.45
RC1_6_7.txt,10.0,0.33,0.43,5.0,0.45
R2_10_2.txt,10.0,0.45,0.64,5.0,0.73
RC1_8_7.txt,10.0,0.26,0.5,5.0,0.48
RC2_10_8.txt,10.0,0.29,0.45,5.0,0.73
RC1_6_1.txt,10.0,0.58,0.51,5.0,0.27
RC1_8_8.txt,10.0,0.33,0.6,5.0,0.39
C2_10_10.txt,10.0,0.6,0.53,5.0,0.36
RC2_10_4.txt,10.0,0.23,0.71,5.0,0.55
RC1_2_4.txt,13.0,0.33,0.31,13.0,0.55
C2_4_1.txt,20.0,0.55,0.44,13.0,0.45
RC1_2_2.txt,34.0,0.5,0.35,12.0,0.45
R2_8_6.txt,10.0,0.25,0.51,5.0,0.52
C1_8_5.txt,10.0,0.48,0.45,7.0,0.47
R2_2_8.txt,32.0,0.31,0.33,28.0,0.44
RC1_10_2.txt,10.0,0.6,0.64,5.0,0.65
R2_2_5.txt,10.0,0.17,0.35,24.0,0.46
R1_6_4.txt,15.0,0.55,0.62,5.0,0.37
R1_6_6.txt,10.0,0.45,0.67,5.0,0.25
R1_4_4.txt,10.0,0.49,0.45,5.0,0.49
RC2_6_10.txt,10.0,0.6,0.53,5.0,0.29
R2_8_5.txt,10.0,0.56,0.62,5.0,0.41
RC1_10_10.txt,10.0,0.27,0.62,5.0,0.63
R1_4_6.txt,10.0,0.35,0.64,5.0,0.49
RC1_4_9.txt,16.0,0.48,0.53,5.0,0.45
RC1_6_4.txt,10.0,0.32,0.43,5.0,0.39
RC2_2_5.txt,42.0,0.45,0.31,13.0,0.4
R2_10_6.txt,10.0,0.62,0.6,5.0,0.67
RC2_4_7.txt,10.0,0.32,0.45,18.0,0.58
RC1_4_4.txt,10.0,0.47,0.43,5.0,0.51
R2_6_8.txt,15.0,0.43,0.56,5.0,0.46
R1_2_3.txt,15.0,0.38,0.33,15.0,0.47
RC1_8_2.txt,15.0,0.32,0.5,5.0,0.45
RC1_6_9.txt,10.0,0.45,0.51,5.0,0.53
RC1_10_7.txt,10.0,0.69,0.62,5.0,0.64
C1_8_7.txt,15.0,0.35,0.5,5.0,0.48
R2_2_1.txt,15.0,0.33,0.38,15.0,0.51
R1_8_8.txt,10.0,0.55,0.62,5.0,0.55
C2_6_5.txt,16.0,0.51,0.5,7.0,0.44
C2_10_6.txt,10.0,0.6,0.49,5.0,0.4
R1_10_9.txt,10.0,0.3,0.58,5.0,0.65
C2_2_5.txt,38.0,0.46,0.36,19.0,0.42
RC2_2_8.txt,10.0,0.15,0.43,29.0,0.55
R1_8_4.txt,10.0,0.55,0.64,5.0,0.53
C1_8_8.txt,15.0,0.36,0.5,5.0,0.5
C1_2_4.txt,10.0,0.34,0.29,11.0,0.53
R2_6_9.txt,10.0,0.43,0.52,5.0,0.45
R1_6_8.txt,10.0,0.3,0.41,5.0,0.46
C2_6_7.txt,16.0,0.49,0.48,7.0,0.47
RC2_10_6.txt,10.0,0.45,0.52,5.0,0.65
R2_8_2.txt,10.0,0.26,0.52,5.0,0.43
RC2_6_5.txt,10.0,0.4,0.65,5.0,0.29
RC1_8_9.txt,10.0,0.56,0.62,5.0,0.47
C1_6_4.txt,15.0,0.63,0.56,5.0,0.34
R2_4_2.txt,10.0,0.41,0.54,5.0,0.45
R2_4_4.txt,10.0,0.42,0.45,15.0,0.53
RC2_2_1.txt,10.0,0.17,0.45,29.0,0.55
C2_4_8.txt,19.0,0.56,0.44,13.0,0.47
R1_10_5.txt,10.0,0.6,0.56,5.0,0.67
C2_10_2.txt,11.0,0.59,0.53,5.0,0.45
RC2_4_10.txt,18.0,0.46,0.45,16.0,0.53
C2_4_5.txt,10.0,0.42,0.44,15.0,0.56
R1_10_1.txt,10.0,0.38,0.57,5.0,0.62
C1_4_10.txt,10.0,0.32,0.42,15.0,0.46
R1_8_9.txt,10.0,0.34,0.54,5.0,0.35
RC2_4_8.txt,19.0,0.56,0.51,13.0,0.45
RC2_8_9.txt,10.0,0.52,0.58,5.0,0.42
C2_2_7.txt,10.0,0.16,0.36,25.0,0.46
R1_8_10.txt,15.0,0.36,0.56,5.0,0.43
C1_4_8.txt,14.0,0.35,0.43,23.0,0.6
R2_6_3.txt,10.0,0.6,0.58,5.0,0.24
C1_10_1.txt,10.0,0.53,0.54,5.0,0.31
R2_4_3.txt,10.0,0.47,0.5,5.0,0.45
RC2_10_7.txt,10.0,0.29,0.51,5.0,0.67
C2_6_4.txt,16.0,0.53,0.48,7.0,0.47
RC2_8_4.txt,10.0,0.55,0.64,5.0,0.53
C1_10_5.txt,13.0,0.51,0.52,5.0,0.41
C2_4_2.txt,10.0,0.44,0.47,15.0,0.55
RC2_8_1.txt,15.0,0.46,0.51,5.0,0.5
RC1_4_6.txt,10.0,0.49,0.55,5.0,0.47
C2_8_6.txt,13.0,0.64,0.53,5.0,0.47
RC1_4_8.txt,18.0,0.55,0.53,14.0,0.47
R2_2_2.txt,15.0,0.38,0.36,15.0,0.49
R1_4_1.txt,10.0,0.4,0.62,5.0,0.47
C2_8_3.txt,13.0,0.65,0.53,5.0,0.42
RC2_4_6.txt,17.0,0.59,0.55,6.0,0.36
RC2_2_4.txt,16.0,0.27,0.36,22.0,0.5
C2_4_10.txt,10.0,0.42,0.45,15.0,0.56
R2_6_7.txt,10.0,0.36,0.51,5.0,0.25
C2_8_4.txt,13.0,0.62,0.53,5.0,0.44
R2_10_8.txt,10.0,0.23,0.69,5.0,0.55
R1_4_10.txt,10.0,0.39,0.67,5.0,0.49
C1_6_8.txt,10.0,0.71,0.38,5.0,0.22
R1_2_7.txt,15.0,0.33,0.33,15.0,0.49
R2_4_10.txt,10.0,0.42,0.49,15.0,0.55
C1_2_7.txt,10.0,0.18,0.28,22.0,0.48
RC2_8_6.txt,15.0,0.39,0.47,5.0,0.52
C1_6_9.txt,10.0,0.35,0.42,10.0,0.56
R1_4_2.txt,10.0,0.36,0.62,5.0,0.49
R1_10_6.txt,10.0,0.62,0.64,5.0,0.64
R2_10_1.txt,10.0,0.5,0.55,5.0,0.67
C1_8_6.txt,20.0,0.5,0.53,5.0,0.54
R1_2_2.txt,38.0,0.48,0.35,15.0,0.44
RC2_6_2.txt,10.0,0.35,0.55,5.0,0.25
RC1_2_1.txt,13.0,0.35,0.25,10.0,0.53
RC1_8_6.txt,15.0,0.37,0.49,5.0,0.46
C2_4_7.txt,10.0,0.47,0.45,15.0,0.56
C2_8_9.txt,13.0,0.62,0.55,5.0,0.45
R2_8_9.txt,10.0,0.37,0.48,5.0,0.62
C2_6_2.txt,15.0,0.55,0.41,7.0,0.4
C2_6_9.txt,16.0,0.47,0.45,7.0,0.47
C1_2_2.txt,38.0,0.49,0.38,19.0,0.42
R2_6_2.txt,10.0,0.4,0.65,5.0,0.29
C1_6_1.txt,10.0,0.38,0.39,12.0,0.51
R1_2_6.txt,14.0,0.41,0.35,15.0,0.49
RC1_8_1.txt,10.0,0.55,0.6,5.0,0.47
C2_8_7.txt,13.0,0.6,0.53,5.0,0.45
C1_8_9.txt,10.0,0.55,0.57,5.0,0.51
RC2_8_7.txt,10.0,0.41,0.58,5.0,0.36
R2_10_4.txt,10.0,0.23,0.64,5.0,0.56
R1_2_4.txt,15.0,0.36,0.36,15.0,0.49
RC2_8_3.txt,10.0,0.42,0.62,5.0,0.49
C2_4_9.txt,10.0,0.49,0.43,5.0,0.47
RC1_4_10.txt,10.0,0.49,0.43,5.0,0.49
RC2_2_6.txt,13.0,0.32,0.28,10.0,0.49
R1_8_1.txt,10.0,0.53,0.6,5.0,0.35
C1_6_10.txt,15.0,0.59,0.6,5.0,0.36
RC2_6_1.txt,10.0,0.59,0.43,5.0,0.23
RC2_2_3.txt,18.0,0.37,0.35,15.0,0.51
RC1_8_5.txt,10.0,0.26,0.53,5.0,0.54
R2_4_7.txt,10.0,0.47,0.45,5.0,0.49
R1_8_3.txt,10.0,0.32,0.64,5.0,0.56
RC1_2_3.txt,18.0,0.39,0.41,15.0,0.51
C2_2_4.txt,42.0,0.48,0.34,15.0,0.38
R2_6_1.txt,10.0,0.64,0.55,5.0,0.23
RC2_8_2.txt,10.0,0.3,0.54,5.0,0.6
C1_4_6.txt,10.0,0.2,0.38,18.0,0.48
C2_8_10.txt,14.0,0.62,0.49,5.0,0.42
C2_2_8.txt,11.0,0.35,0.28,15.0,0.49
RC2_2_7.txt,18.0,0.41,0.39,15.0,0.51
R2_8_4.txt,10.0,0.56,0.62,5.0,0.51
C1_2_5.txt,10.0,0.16,0.32,24.0,0.5
C1_2_1.txt,10.0,0.16,0.32,24.0,0.5
R1_4_3.txt,10.0,0.39,0.59,5.0,0.47
R2_6_6.txt,10.0,0.42,0.64,5.0,0.24
R1_6_7.txt,10.0,0.62,0.58,5.0,0.25
R2_4_6.txt,16.0,0.54,0.53,5.0,0.42
C2_2_10.txt,12.0,0.29,0.46,35.0,0.58
R1_6_2.txt,10.0,0.47,0.71,5.0,0.33
C2_4_3.txt,10.0,0.44,0.47,15.0,0.53
C1_6_3.txt,10.0,0.65,0.55,5.0,0.24
C1_10_2.txt,10.0,0.65,0.54,5.0,0.45
C2_10_3.txt,10.0,0.56,0.49,5.0,0.42
