instance,gs,nc,ne,ps,xi
R1_8_7.txt,10.0,0.42,0.64,5.0,0.64
R2_4_9.txt,20.0,0.48,0.56,15.0,0.6
C2_8_1.txt,16.0,0.72,0.56,5.0,0.44
RC1_8_4.txt,10.0,0.64,0.68,5.0,0.52
RC1_8_3.txt,10.0,0.6,0.68,5.0,0.6
R1_4_9.txt,10.0,0.38,0.72,5.0,0.56
RC1_2_6.txt,12.0,0.28,0.46,35.0,0.72
C2_2_2.txt,14.0,0.34,0.52,41.0,0.56
C2_2_1.txt,10.0,0.2,0.36,31.0,0.48
RC2_10_10.txt,10.0,0.6,0.56,5.0,0.68
R2_10_5.txt,16.0,0.38,0.6,5.0,0.68
C1_4_7.txt,12.0,0.14,0.48,29.0,0.6
C1_8_3.txt,10.0,0.32,0.54,5.0,0.52
C1_10_7.txt,10.0,0.54,0.46,5.0,0.32
RC1_2_10.txt,14.0,0.3,0.3,13.0,0.6
RC1_4_1.txt,10.0,0.44,0.68,5.0,0.44
R1_6_3.txt,10.0,0.44,0.68,5.0,0.18
RC2_10_9.txt,10.0,0.46,0.6,5.0,0.72
RC2_8_5.txt,10.0,0.44,0.44,5.0,0.76
R2_2_9.txt,10.0,0.24,0.4,31.0,0.48
C1_10_9.txt,10.0,0.54,0.38,5.0,0.28
RC1_6_7.txt,10.0,0.3,0.36,5.0,0.6
R2_10_2.txt,10.0,0.4,0.72,5.0,0.72
RC1_8_7.txt,10.0,0.22,0.46,5.0,0.38
RC2_10_8.txt,10.0,0.28,0.44,5.0,0.76
RC1_6_1.txt,10.0,0.64,0.56,5.0,0.24
RC1_8_8.txt,10.0,0.32,0.56,5.0,0.34
C2_10_10.txt,10.0,0.72,0.48,5.0,0.44
RC2_10_4.txt,10.0,0.16,0.68,5.0,0.48
RC1_2_4.txt,16.0,0.32,0.34,15.0,0.6
C2_4_1.txt,20.0,0.6,0.44,15.0,0.48
RC1_2_2.txt,40.0,0.64,0.48,7.0,0.48
R2_8_6.txt,10.0,0.24,0.44,5.0,0.48
C1_8_5.txt,10.0,0.48,0.56,11.0,0.44
R2_2_8.txt,40.0,0.38,0.32,27.0,0.44
RC1_10_2.txt,10.0,0.64,0.76,5.0,0.64
R2_2_5.txt,10.0,0.12,0.32,25.0,0.52
R1_6_4.txt,20.0,0.54,0.64,5.0,0.56
R1_6_6.txt,10.0,0.4,0.8,5.0,0.26
R1_4_4.txt,10.0,0.48,0.46,5.0,0.44
RC2_6_10.txt,10.0,0.56,0.36,5.0,0.32
R2_8_5.txt,10.0,0.6,0.68,5.0,0.4
RC1_10_10.txt,10.0,0.44,0.56,5.0,0.68
R1_4_6.txt,10.0,0.34,0.76,5.0,0.52
RC1_4_9.txt,20.0,0.54,0.48,5.0,0.32
RC1_6_4.txt,10.0,0.28,0.4,5.0,0.4
RC2_2_5.txt,46.0,0.42,0.24,11.0,0.32
R2_10_6.txt,10.0,0.68,0.72,5.0,0.68
RC2_4_7.txt,10.0,0.18,0.44,23.0,0.6
RC1_4_4.txt,10.0,0.52,0.38,5.0,0.4
R2_6_8.txt,20.0,0.62,0.64,5.0,0.42
R1_2_3.txt,20.0,0.48,0.38,15.0,0.36
RC1_8_2.txt,20.0,0.3,0.56,5.0,0.46
RC1_6_9.txt,10.0,0.52,0.52,5.0,0.56
RC1_10_7.txt,10.0,0.64,0.64,5.0,0.6
C1_8_7.txt,20.0,0.34,0.48,5.0,0.52
R2_2_1.txt,20.0,0.36,0.5,15.0,0.44
R1_8_8.txt,10.0,0.52,0.68,5.0,0.48
C2_6_5.txt,20.0,0.52,0.42,5.0,0.32
C2_10_6.txt,10.0,0.68,0.52,5.0,0.36
R1_10_9.txt,10.0,0.26,0.6,5.0,0.64
C2_2_5.txt,40.0,0.38,0.2,25.0,0.4
RC2_2_8.txt,12.0,0.22,0.5,35.0,0.64
R1_8_4.txt,10.0,0.68,0.72,5.0,0.6
C1_8_8.txt,20.0,0.34,0.48,5.0,0.5
C1_2_4.txt,10.0,0.4,0.24,7.0,0.48
R2_6_9.txt,10.0,0.34,0.42,5.0,0.64
R1_6_8.txt,10.0,0.2,0.4,5.0,0.48
C2_6_7.txt,20.0,0.48,0.38,5.0,0.4
RC2_10_6.txt,10.0,0.6,0.56,5.0,0.72
R2_8_2.txt,10.0,0.22,0.56,5.0,0.56
RC2_6_5.txt,10.0,0.28,0.64,5.0,0.24
RC1_8_9.txt,10.0,0.6,0.68,5.0,0.4
C1_6_4.txt,20.0,0.6,0.68,5.0,0.5
R2_4_2.txt,10.0,0.32,0.5,5.0,0.36
R2_4_4.txt,10.0,0.44,0.48,15.0,0.52
RC2_2_1.txt,12.0,0.26,0.56,35.0,0.64
C2_4_8.txt,20.0,0.56,0.52,15.0,0.6
R1_10_5.txt,10.0,0.6,0.6,5.0,0.72
C2_10_2.txt,10.0,0.54,0.52,5.0,0.4
RC2_4_10.txt,18.0,0.52,0.52,17.0,0.6
C2_4_5.txt,10.0,0.44,0.36,15.0,0.56
R1_10_1.txt,10.0,0.26,0.54,5.0,0.52
C1_4_10.txt,10.0,0.18,0.32,15.0,0.38
R1_8_9.txt,10.0,0.34,0.52,5.0,0.36
RC2_4_8.txt,20.0,0.48,0.52,15.0,0.68
RC2_8_9.txt,10.0,0.48,0.52,5.0,0.44
C2_2_7.txt,10.0,0.18,0.36,25.0,0.48
R1_8_10.txt,20.0,0.34,0.48,5.0,0.52
C1_4_8.txt,12.0,0.34,0.34,29.0,0.68
R2_6_3.txt,10.0,0.56,0.6,5.0,0.16
C1_10_1.txt,12.0,0.58,0.42,7.0,0.18
R2_4_3.txt,10.0,0.52,0.26,5.0,0.4
RC2_10_7.txt,10.0,0.26,0.56,5.0,0.72
C2_6_4.txt,20.0,0.56,0.38,5.0,0.4
RC2_8_4.txt,10.0,0.52,0.72,5.0,0.44
C1_10_5.txt,18.0,0.42,0.6,7.0,0.54
C2_4_2.txt,10.0,0.32,0.44,15.0,0.52
RC2_8_1.txt,20.0,0.34,0.48,5.0,0.5
RC1_4_6.txt,10.0,0.44,0.44,5.0,0.56
C2_8_6.txt,10.0,0.56,0.52,5.0,0.36
RC1_4_8.txt,20.0,0.52,0.48,15.0,0.6
R2_2_2.txt,20.0,0.48,0.46,15.0,0.4
R1_4_1.txt,10.0,0.48,0.72,5.0,0.44
C2_8_3.txt,10.0,0.6,0.52,5.0,0.24
RC2_4_6.txt,20.0,0.6,0.52,5.0,0.4
RC2_2_4.txt,20.0,0.44,0.36,17.0,0.48
C2_4_10.txt,10.0,0.56,0.44,15.0,0.68
R2_6_7.txt,10.0,0.42,0.48,5.0,0.22
C2_8_4.txt,10.0,0.64,0.48,5.0,0.32
R2_10_8.txt,10.0,0.16,0.64,5.0,0.48
R1_4_10.txt,10.0,0.4,0.64,5.0,0.48
C1_6_8.txt,10.0,0.76,0.28,5.0,0.2
R1_2_7.txt,20.0,0.36,0.38,15.0,0.4
R2_4_10.txt,10.0,0.56,0.44,15.0,0.6
C1_2_7.txt,10.0,0.1,0.36,25.0,0.5
RC2_8_6.txt,20.0,0.34,0.56,5.0,0.5
C1_6_9.txt,10.0,0.38,0.32,17.0,0.44
R1_4_2.txt,10.0,0.32,0.72,5.0,0.48
R1_10_6.txt,10.0,0.76,0.64,5.0,0.64
R2_10_1.txt,10.0,0.56,0.52,5.0,0.72
C1_8_6.txt,20.0,0.4,0.56,5.0,0.46
R1_2_2.txt,40.0,0.56,0.34,7.0,0.48
RC2_6_2.txt,10.0,0.22,0.56,5.0,0.24
RC1_2_1.txt,12.0,0.38,0.3,9.0,0.56
RC1_8_6.txt,20.0,0.36,0.56,5.0,0.46
C2_4_7.txt,10.0,0.32,0.44,15.0,0.52
C2_8_9.txt,10.0,0.64,0.52,5.0,0.36
R2_8_9.txt,10.0,0.52,0.48,5.0,0.68
C2_6_2.txt,16.0,0.52,0.48,9.0,0.52
C2_6_9.txt,20.0,0.44,0.3,5.0,0.4
C1_2_2.txt,40.0,0.44,0.24,25.0,0.4
R2_6_2.txt,10.0,0.32,0.68,5.0,0.16
C1_6_1.txt,10.0,0.3,0.44,19.0,0.64
R1_2_6.txt,12.0,0.28,0.26,15.0,0.52
RC1_8_1.txt,10.0,0.6,0.68,5.0,0.32
C2_8_7.txt,10.0,0.6,0.48,5.0,0.36
C1_8_9.txt,10.0,0.38,0.5,5.0,0.52
RC2_8_7.txt,10.0,0.38,0.64,5.0,0.24
R2_10_4.txt,10.0,0.16,0.72,5.0,0.48
R1_2_4.txt,20.0,0.44,0.46,15.0,0.4
RC2_8_3.txt,10.0,0.34,0.64,5.0,0.56
C2_4_9.txt,10.0,0.48,0.3,5.0,0.32
RC1_4_10.txt,10.0,0.6,0.44,5.0,0.64
RC2_2_6.txt,12.0,0.3,0.36,9.0,0.48
R1_8_1.txt,10.0,0.6,0.6,5.0,0.36
C1_6_10.txt,20.0,0.58,0.72,5.0,0.42
RC2_6_1.txt,10.0,0.6,0.44,5.0,0.2
RC2_2_3.txt,18.0,0.3,0.26,17.0,0.56
RC1_8_5.txt,10.0,0.32,0.56,5.0,0.68
R2_4_7.txt,10.0,0.52,0.26,5.0,0.4
R1_8_3.txt,10.0,0.26,0.6,5.0,0.6
RC1_2_3.txt,20.0,0.48,0.32,15.0,0.48
C2_2_4.txt,46.0,0.44,0.28,17.0,0.44
R2_6_1.txt,10.0,0.64,0.28,5.0,0.2
RC2_8_2.txt,10.0,0.24,0.56,5.0,0.64
C1_4_6.txt,10.0,0.18,0.44,23.0,0.5
C2_8_10.txt,16.0,0.72,0.48,5.0,0.52
C2_2_8.txt,10.0,0.32,0.3,17.0,0.6
RC2_2_7.txt,18.0,0.32,0.34,17.0,0.52
R2_8_4.txt,10.0,0.64,0.68,5.0,0.56
C1_2_5.txt,10.0,0.1,0.36,25.0,0.46
C1_2_1.txt,10.0,0.1,0.36,25.0,0.46
R1_4_3.txt,10.0,0.26,0.76,5.0,0.56
R2_6_6.txt,10.0,0.32,0.68,5.0,0.16
R1_6_7.txt,10.0,0.56,0.6,5.0,0.16
R2_4_6.txt,20.0,0.54,0.52,5.0,0.4
C2_2_10.txt,12.0,0.34,0.56,41.0,0.52
R1_6_2.txt,10.0,0.44,0.76,5.0,0.38
C2_4_3.txt,10.0,0.24,0.44,15.0,0.48
C1_6_3.txt,10.0,0.68,0.44,5.0,0.2
C1_10_2.txt,10.0,0.54,0.46,5.0,0.32
C2_10_3.txt,10.0,0.58,0.48,5.0,0.48
