instance,gs,nc,ne,ps,xi
C1_2_8.txt,34.0,0.69,0.3,12.0,0.41
R2_8_8.txt,10.0,0.23,0.54,5.0,0.54
C2_10_9.txt,10.0,0.33,0.51,5.0,0.69
RC2_10_5.txt,10.0,0.4,0.51,5.0,0.8
C1_10_10.txt,10.0,0.31,0.54,5.0,0.26
R1_6_9.txt,10.0,0.17,0.63,5.0,0.57
R1_10_10.txt,10.0,0.46,0.71,5.0,0.59
C1_4_5.txt,28.0,0.57,0.46,7.0,0.43
R1_10_3.txt,10.0,0.11,0.4,5.0,0.6
R2_2_7.txt,11.0,0.44,0.43,16.0,0.54
R2_2_10.txt,10.0,0.51,0.46,15.0,0.51
C2_10_8.txt,10.0,0.37,0.57,5.0,0.69
RC2_2_10.txt,10.0,0.46,0.34,15.0,0.71
R1_10_7.txt,11.0,0.13,0.63,5.0,0.53
R2_10_3.txt,10.0,0.11,0.4,5.0,0.6
RC1_8_10.txt,10.0,0.23,0.43,5.0,0.66
R1_2_9.txt,10.0,0.49,0.24,5.0,0.34
R1_8_7.txt,10.0,0.11,0.43,5.0,0.49
R2_4_9.txt,10.0,0.57,0.34,5.0,0.51
C2_8_1.txt,11.0,0.44,0.66,5.0,0.57
RC1_8_4.txt,10.0,0.24,0.51,5.0,0.54
RC1_8_3.txt,10.0,0.16,0.46,5.0,0.49
R1_4_9.txt,10.0,0.31,0.6,5.0,0.37
RC1_2_6.txt,18.0,0.54,0.31,10.0,0.54
C2_2_2.txt,15.0,0.34,0.3,17.0,0.46
C2_2_1.txt,10.0,0.37,0.4,15.0,0.6
RC2_10_10.txt,10.0,0.29,0.71,5.0,0.5
R2_10_5.txt,10.0,0.5,0.46,5.0,0.77
C1_4_7.txt,10.0,0.37,0.46,7.0,0.37
C1_8_3.txt,12.0,0.39,0.51,5.0,0.39
C1_10_7.txt,10.0,0.41,0.61,5.0,0.23
RC1_2_10.txt,11.0,0.63,0.23,6.0,0.43
RC1_4_1.txt,10.0,0.5,0.34,5.0,0.29
R1_6_3.txt,10.0,0.51,0.71,5.0,0.71
RC2_10_9.txt,10.0,0.4,0.57,5.0,0.74
RC2_8_5.txt,10.0,0.51,0.51,5.0,0.77
R2_2_9.txt,10.0,0.49,0.46,15.0,0.49
C1_10_9.txt,10.0,0.44,0.61,5.0,0.21
RC1_6_7.txt,10.0,0.14,0.63,5.0,0.4
R2_10_2.txt,10.0,0.29,0.66,5.0,0.77
RC1_8_7.txt,10.0,0.44,0.54,5.0,0.77
RC2_10_8.txt,10.0,0.3,0.6,5.0,0.77
RC1_6_1.txt,10.0,0.29,0.41,5.0,0.69
RC1_8_8.txt,10.0,0.27,0.57,5.0,0.66
C2_10_10.txt,10.0,0.36,0.57,5.0,0.71
RC2_10_4.txt,10.0,0.23,0.66,5.0,0.57
RC1_2_4.txt,10.0,0.51,0.29,15.0,0.69
C2_4_1.txt,18.0,0.54,0.43,5.0,0.37
RC1_2_2.txt,11.0,0.5,0.27,6.0,0.51
R2_8_6.txt,10.0,0.43,0.63,5.0,0.8
C1_8_5.txt,10.0,0.4,0.41,5.0,0.3
R2_2_8.txt,14.0,0.36,0.3,16.0,0.46
RC1_10_2.txt,10.0,0.26,0.71,5.0,0.63
R2_2_5.txt,10.0,0.51,0.24,5.0,0.37
R1_6_4.txt,10.0,0.27,0.63,5.0,0.6
R1_6_6.txt,10.0,0.46,0.66,5.0,0.29
R1_4_4.txt,10.0,0.51,0.69,5.0,0.46
RC2_6_10.txt,10.0,0.46,0.44,5.0,0.69
R2_8_5.txt,10.0,0.63,0.6,5.0,0.71
RC1_10_10.txt,10.0,0.27,0.69,5.0,0.6
R1_4_6.txt,10.0,0.27,0.4,5.0,0.49
RC1_4_9.txt,10.0,0.54,0.51,5.0,0.57
RC1_6_4.txt,10.0,0.2,0.5,5.0,0.49
RC2_2_5.txt,10.0,0.53,0.37,16.0,0.66
R2_10_6.txt,10.0,0.51,0.6,5.0,0.77
RC2_4_7.txt,10.0,0.46,0.51,5.0,0.31
RC1_4_4.txt,10.0,0.6,0.71,5.0,0.51
R2_6_8.txt,10.0,0.2,0.66,5.0,0.49
R1_2_3.txt,10.0,0.46,0.46,15.0,0.49
RC1_8_2.txt,10.0,0.27,0.54,5.0,0.69
RC1_6_9.txt,10.0,0.24,0.47,5.0,0.66
RC1_10_7.txt,10.0,0.33,0.74,5.0,0.47
C1_8_7.txt,10.0,0.34,0.39,5.0,0.37
R2_2_1.txt,10.0,0.47,0.43,15.0,0.51
R1_8_8.txt,10.0,0.4,0.63,5.0,0.63
C2_6_5.txt,10.0,0.63,0.4,5.0,0.51
C2_10_6.txt,10.0,0.37,0.6,5.0,0.69
R1_10_9.txt,10.0,0.37,0.69,5.0,0.5
C2_2_5.txt,10.0,0.44,0.46,15.0,0.54
RC2_2_8.txt,18.0,0.5,0.37,10.0,0.51
R1_8_4.txt,10.0,0.44,0.69,5.0,0.66
C1_8_8.txt,10.0,0.4,0.41,5.0,0.36
C1_2_4.txt,10.0,0.37,0.37,15.0,0.57
R2_6_9.txt,10.0,0.77,0.6,5.0,0.71
R1_6_8.txt,10.0,0.27,0.5,5.0,0.63
C2_6_7.txt,10.0,0.57,0.4,5.0,0.54
RC2_10_6.txt,10.0,0.26,0.69,5.0,0.66
R2_8_2.txt,10.0,0.43,0.6,5.0,0.77
RC2_6_5.txt,10.0,0.69,0.6,5.0,0.4
RC1_8_9.txt,10.0,0.6,0.57,5.0,0.71
C1_6_4.txt,10.0,0.47,0.57,5.0,0.37
R2_4_2.txt,10.0,0.46,0.51,5.0,0.34
R2_4_4.txt,10.0,0.39,0.5,7.0,0.4
RC2_2_1.txt,10.0,0.49,0.34,15.0,0.69
C2_4_8.txt,10.0,0.6,0.29,5.0,0.46
R1_10_5.txt,10.0,0.29,0.69,5.0,0.66
C2_10_2.txt,10.0,0.36,0.57,5.0,0.71
RC2_4_10.txt,18.0,0.51,0.46,5.0,0.4
C2_4_5.txt,10.0,0.6,0.29,5.0,0.31
R1_10_1.txt,11.0,0.16,0.69,5.0,0.54
C1_4_10.txt,18.0,0.54,0.37,5.0,0.4
R1_8_9.txt,10.0,0.29,0.63,5.0,0.71
RC2_4_8.txt,10.0,0.63,0.46,5.0,0.43
RC2_8_9.txt,10.0,0.51,0.6,5.0,0.77
C2_2_7.txt,14.0,0.31,0.3,16.0,0.46
R1_8_10.txt,17.0,0.36,0.63,5.0,0.59
C1_4_8.txt,18.0,0.49,0.46,5.0,0.37
R2_6_3.txt,10.0,0.39,0.74,5.0,0.6
C1_10_1.txt,10.0,0.39,0.59,5.0,0.24
R2_4_3.txt,10.0,0.46,0.69,5.0,0.43
RC2_10_7.txt,10.0,0.4,0.63,5.0,0.77
C2_6_4.txt,10.0,0.57,0.37,5.0,0.57
RC2_8_4.txt,10.0,0.41,0.69,5.0,0.69
C1_10_5.txt,10.0,0.39,0.59,5.0,0.24
C2_4_2.txt,10.0,0.4,0.54,5.0,0.31
RC2_8_1.txt,10.0,0.41,0.54,5.0,0.74
RC1_4_6.txt,10.0,0.63,0.51,5.0,0.4
C2_8_6.txt,10.0,0.54,0.66,5.0,0.49
RC1_4_8.txt,10.0,0.66,0.6,5.0,0.49
R2_2_2.txt,10.0,0.44,0.46,15.0,0.54
R1_4_1.txt,10.0,0.56,0.37,5.0,0.29
C2_8_3.txt,10.0,0.44,0.63,5.0,0.49
RC2_4_6.txt,10.0,0.54,0.31,5.0,0.34
RC2_2_4.txt,10.0,0.49,0.34,15.0,0.71
C2_4_10.txt,10.0,0.63,0.26,5.0,0.54
R2_6_7.txt,10.0,0.21,0.74,5.0,0.49
C2_8_4.txt,10.0,0.44,0.6,5.0,0.49
R2_10_8.txt,10.0,0.23,0.69,5.0,0.63
R1_4_10.txt,10.0,0.34,0.63,5.0,0.46
C1_6_8.txt,10.0,0.57,0.57,5.0,0.31
R1_2_7.txt,10.0,0.49,0.23,5.0,0.43
R2_4_10.txt,10.0,0.4,0.43,5.0,0.46
C1_2_7.txt,37.0,0.6,0.29,13.0,0.39
RC2_8_6.txt,10.0,0.29,0.51,5.0,0.71
C1_6_9.txt,10.0,0.51,0.49,5.0,0.34
R1_4_2.txt,10.0,0.27,0.4,5.0,0.49
R1_10_6.txt,10.0,0.23,0.69,5.0,0.66
R2_10_1.txt,10.0,0.43,0.51,5.0,0.74
C1_8_6.txt,10.0,0.31,0.41,5.0,0.36
R1_2_2.txt,10.0,0.49,0.43,15.0,0.49
RC2_6_2.txt,10.0,0.54,0.57,5.0,0.23
RC1_2_1.txt,18.0,0.49,0.4,9.0,0.49
RC1_8_6.txt,10.0,0.26,0.49,5.0,0.71
C2_4_7.txt,10.0,0.57,0.34,5.0,0.51
C2_8_9.txt,10.0,0.54,0.6,5.0,0.46
R2_8_9.txt,10.0,0.51,0.54,5.0,0.77
C2_6_2.txt,10.0,0.6,0.4,5.0,0.51
C2_6_9.txt,10.0,0.63,0.37,5.0,0.51
C1_2_2.txt,34.0,0.57,0.3,13.0,0.43
R2_6_2.txt,10.0,0.54,0.6,5.0,0.23
C1_6_1.txt,12.0,0.53,0.46,5.0,0.3
R1_2_6.txt,10.0,0.41,0.43,15.0,0.51
RC1_8_1.txt,10.0,0.54,0.6,5.0,0.74
C2_8_7.txt,10.0,0.44,0.6,5.0,0.51
C1_8_9.txt,10.0,0.41,0.41,5.0,0.33
RC2_8_7.txt,10.0,0.4,0.6,5.0,0.77
R2_10_4.txt,10.0,0.1,0.37,5.0,0.6
R1_2_4.txt,10.0,0.49,0.23,5.0,0.46
RC2_8_3.txt,10.0,0.51,0.69,5.0,0.71
C2_4_9.txt,10.0,0.63,0.4,5.0,0.37
RC1_4_10.txt,10.0,0.31,0.57,5.0,0.49
RC2_2_6.txt,17.0,0.54,0.37,7.0,0.51
R1_8_1.txt,10.0,0.3,0.51,5.0,0.69
C1_6_10.txt,10.0,0.57,0.51,5.0,0.34
RC2_6_1.txt,10.0,0.51,0.49,5.0,0.66
RC2_2_3.txt,10.0,0.57,0.24,7.0,0.49
RC1_8_5.txt,10.0,0.29,0.63,5.0,0.71
R2_4_7.txt,10.0,0.43,0.66,5.0,0.4
R1_8_3.txt,10.0,0.16,0.49,5.0,0.41
RC1_2_3.txt,10.0,0.57,0.29,7.0,0.49
C2_2_4.txt,10.0,0.51,0.27,5.0,0.43
R2_6_1.txt,10.0,0.17,0.54,5.0,0.57
RC2_8_2.txt,10.0,0.31,0.6,5.0,0.74
C1_4_6.txt,28.0,0.57,0.46,7.0,0.43
C2_8_10.txt,10.0,0.5,0.6,5.0,0.43
C2_2_8.txt,10.0,0.43,0.43,15.0,0.54
RC2_2_7.txt,10.0,0.56,0.34,15.0,0.63
R2_8_4.txt,10.0,0.17,0.51,5.0,0.51
C1_2_5.txt,34.0,0.57,0.26,13.0,0.39
C1_2_1.txt,34.0,0.57,0.26,13.0,0.39
R1_4_3.txt,10.0,0.54,0.69,5.0,0.49
R2_6_6.txt,10.0,0.69,0.6,5.0,0.4
R1_6_7.txt,10.0,0.14,0.63,5.0,0.37
R2_4_6.txt,10.0,0.43,0.71,5.0,0.37
C2_2_10.txt,15.0,0.34,0.27,17.0,0.51
R1_6_2.txt,10.0,0.14,0.66,5.0,0.4
C2_4_3.txt,10.0,0.34,0.49,5.0,0.37
C1_6_3.txt,10.0,0.51,0.51,5.0,0.31
C1_10_2.txt,10.0,0.39,0.66,5.0,0.21
C2_10_3.txt,10.0,0.37,0.57,5.0,0.63
