instance,gs,nc,ne,ps,xi
RC205.txt,20.0,0.39,0.21,17.0,0.63
RC103.txt,20.0,0.51,0.17,17.0,0.69
RC105.txt,10.0,0.2,0.4,25.0,0.54
RC203.txt,20.0,0.44,0.2,23.0,0.57
C102.txt,10.0,0.1,0.4,25.0,0.6
R101.txt,37.0,0.34,0.3,30.0,0.51
C106.txt,10.0,0.1,0.4,25.0,0.6
RC107.txt,52.0,0.39,0.29,29.0,0.6
R104.txt,52.0,0.39,0.34,26.0,0.57
C204.txt,10.0,0.1,0.4,25.0,0.6
R109.txt,10.0,0.27,0.37,25.0,0.51
R207.txt,11.0,0.27,0.3,40.0,0.51
C108.txt,10.0,0.1,0.4,25.0,0.6
R204.txt,11.0,0.26,0.36,35.0,0.63
RC106.txt,37.0,0.31,0.29,26.0,0.49
R105.txt,10.0,0.17,0.37,25.0,0.49
C1_4_4.txt,10.0,0.16,0.37,20.0,0.5
C1_10_6.txt,15.0,0.53,0.57,6.0,0.41
R1_4_8.txt,10.0,0.46,0.56,5.0,0.51
C2_10_7.txt,10.0,0.66,0.49,5.0,0.49
C1_4_1.txt,10.0,0.17,0.4,20.0,0.44
R1_6_10.txt,10.0,0.46,0.6,5.0,0.63
RC2_4_2.txt,20.0,0.53,0.54,6.0,0.37
RC2_4_4.txt,10.0,0.34,0.43,15.0,0.54
C2_10_5.txt,10.0,0.69,0.51,5.0,0.49
RC1_4_2.txt,10.0,0.49,0.49,15.0,0.54
C2_2_9.txt,40.0,0.44,0.31,25.0,0.37
RC1_2_7.txt,37.0,0.57,0.39,7.0,0.37
C1_2_3.txt,10.0,0.11,0.34,25.0,0.54
RC2_4_5.txt,20.0,0.54,0.46,15.0,0.49
C1_6_5.txt,10.0,0.36,0.43,16.0,0.54
RC1_4_7.txt,10.0,0.33,0.71,5.0,0.49
R1_10_2.txt,10.0,0.24,0.66,5.0,0.69
RC2_6_4.txt,18.0,0.56,0.69,5.0,0.44
C2_10_1.txt,10.0,0.66,0.49,5.0,0.46
C1_8_4.txt,10.0,0.36,0.6,5.0,0.49
R1_8_6.txt,10.0,0.51,0.6,5.0,0.3
RC1_4_5.txt,10.0,0.27,0.69,5.0,0.49
C2_6_1.txt,15.0,0.51,0.43,7.0,0.49
RC2_6_9.txt,18.0,0.53,0.71,5.0,0.47
R2_2_6.txt,40.0,0.49,0.3,10.0,0.4
RC1_6_6.txt,10.0,0.44,0.36,5.0,0.29
RC1_2_9.txt,15.0,0.34,0.27,10.0,0.43
R1_6_1.txt,10.0,0.6,0.49,5.0,0.23
R1_4_7.txt,18.0,0.57,0.51,5.0,0.37
R2_6_4.txt,10.0,0.27,0.46,5.0,0.36
RC1_6_8.txt,10.0,0.6,0.71,5.0,0.31
R1_4_5.txt,10.0,0.46,0.6,5.0,0.49
RC1_10_4.txt,10.0,0.14,0.66,5.0,0.51
R1_10_4.txt,10.0,0.14,0.69,5.0,0.46
C1_2_9.txt,10.0,0.26,0.34,16.0,0.57
C1_2_6.txt,10.0,0.14,0.34,25.0,0.5
R2_4_5.txt,20.0,0.49,0.51,15.0,0.57
R2_10_10.txt,10.0,0.36,0.43,5.0,0.74
RC2_6_6.txt,10.0,0.56,0.36,5.0,0.21
C1_6_2.txt,22.0,0.61,0.63,5.0,0.37
RC2_8_10.txt,10.0,0.51,0.63,5.0,0.4
RC2_2_2.txt,14.0,0.3,0.4,30.0,0.57
C2_8_2.txt,12.0,0.6,0.51,5.0,0.37
C1_6_7.txt,22.0,0.61,0.63,5.0,0.39
RC1_10_9.txt,10.0,0.53,0.6,5.0,0.71
C2_8_5.txt,14.0,0.71,0.49,5.0,0.43
R2_2_3.txt,17.0,0.33,0.44,17.0,0.49
R2_6_10.txt,10.0,0.5,0.36,5.0,0.19
RC2_8_8.txt,10.0,0.27,0.5,5.0,0.33
RC1_4_3.txt,10.0,0.46,0.51,15.0,0.54
C2_6_10.txt,17.0,0.51,0.4,6.0,0.49
R2_8_10.txt,10.0,0.51,0.43,5.0,0.63
RC2_10_1.txt,10.0,0.6,0.54,5.0,0.69
RC1_10_8.txt,10.0,0.39,0.69,5.0,0.57
C2_6_3.txt,15.0,0.54,0.46,7.0,0.46
RC1_6_2.txt,10.0,0.44,0.53,5.0,0.6
R1_8_5.txt,10.0,0.57,0.6,5.0,0.43
C2_6_6.txt,15.0,0.51,0.46,7.0,0.49
R2_8_1.txt,10.0,0.36,0.43,5.0,0.69
RC2_4_3.txt,10.0,0.51,0.37,5.0,0.4
C1_6_6.txt,10.0,0.36,0.46,16.0,0.54
RC1_6_10.txt,10.0,0.47,0.47,5.0,0.33
RC2_6_7.txt,10.0,0.6,0.43,5.0,0.2
R1_2_1.txt,10.0,0.37,0.24,12.0,0.49
C2_2_3.txt,10.0,0.29,0.27,12.0,0.49
C1_4_2.txt,10.0,0.27,0.4,15.0,0.46
C2_10_4.txt,10.0,0.66,0.49,5.0,0.46
RC1_10_1.txt,14.0,0.41,0.57,5.0,0.69
C1_2_10.txt,40.0,0.39,0.31,25.0,0.34
C2_4_6.txt,10.0,0.43,0.4,15.0,0.54
R2_4_1.txt,20.0,0.54,0.49,15.0,0.49
RC1_10_6.txt,10.0,0.26,0.49,5.0,0.59
R2_10_7.txt,10.0,0.14,0.54,5.0,0.66
RC1_2_5.txt,20.0,0.29,0.3,20.0,0.54
C1_8_10.txt,10.0,0.37,0.56,5.0,0.49
R2_2_4.txt,18.0,0.43,0.49,16.0,0.49
C1_10_4.txt,10.0,0.5,0.5,5.0,0.34
R1_2_8.txt,14.0,0.29,0.31,15.0,0.49
R2_8_3.txt,10.0,0.66,0.63,5.0,0.36
R1_6_5.txt,10.0,0.63,0.51,5.0,0.23
C1_10_8.txt,10.0,0.61,0.47,5.0,0.37
C2_6_8.txt,17.0,0.49,0.39,6.0,0.49
R2_4_8.txt,10.0,0.4,0.46,15.0,0.49
R1_8_2.txt,10.0,0.26,0.6,5.0,0.63
C1_8_2.txt,10.0,0.47,0.47,10.0,0.44
RC1_6_3.txt,10.0,0.29,0.3,5.0,0.4
RC2_10_2.txt,10.0,0.21,0.43,5.0,0.71
R1_10_8.txt,10.0,0.16,0.69,5.0,0.51
RC2_6_8.txt,10.0,0.31,0.41,5.0,0.63
R2_10_9.txt,10.0,0.66,0.6,5.0,0.66
R2_6_5.txt,10.0,0.63,0.46,5.0,0.23
RC2_4_1.txt,10.0,0.4,0.37,15.0,0.54
C2_4_4.txt,18.0,0.56,0.5,5.0,0.37
R1_2_5.txt,10.0,0.14,0.37,25.0,0.57
R2_8_7.txt,10.0,0.54,0.63,5.0,0.63
R1_2_10.txt,40.0,0.54,0.39,10.0,0.34
RC2_10_3.txt,10.0,0.29,0.77,5.0,0.49
C1_10_3.txt,15.0,0.53,0.63,6.0,0.47
RC1_10_3.txt,10.0,0.21,0.69,5.0,0.57
C1_8_1.txt,10.0,0.46,0.47,9.0,0.43
RC1_2_8.txt,40.0,0.47,0.27,15.0,0.4
RC1_10_5.txt,10.0,0.21,0.49,5.0,0.69
RC1_6_5.txt,10.0,0.43,0.74,5.0,0.33
C2_2_6.txt,12.0,0.27,0.51,39.0,0.6
RC2_6_3.txt,10.0,0.51,0.49,5.0,0.21
C2_8_8.txt,14.0,0.66,0.51,5.0,0.43
RC2_4_9.txt,20.0,0.56,0.51,6.0,0.34
RC2_2_9.txt,37.0,0.36,0.29,26.0,0.46
C1_4_9.txt,20.0,0.54,0.46,15.0,0.49
C1_4_3.txt,20.0,0.54,0.51,15.0,0.49
C1_2_8.txt,10.0,0.14,0.34,25.0,0.5
R2_8_8.txt,10.0,0.44,0.66,5.0,0.57
C2_10_9.txt,10.0,0.66,0.49,5.0,0.4
RC2_10_5.txt,10.0,0.49,0.57,5.0,0.74
C1_10_10.txt,10.0,0.51,0.44,5.0,0.34
R1_6_9.txt,18.0,0.57,0.69,5.0,0.47
R1_10_10.txt,10.0,0.26,0.51,5.0,0.69
C1_4_5.txt,10.0,0.17,0.4,20.0,0.44
R1_10_3.txt,10.0,0.74,0.66,5.0,0.66
R2_2_7.txt,12.0,0.21,0.49,39.0,0.51
R2_2_10.txt,10.0,0.31,0.3,16.0,0.49
C2_10_8.txt,10.0,0.66,0.51,5.0,0.43
RC2_2_10.txt,17.0,0.33,0.33,15.0,0.54
R1_10_7.txt,10.0,0.66,0.69,5.0,0.6
R2_10_3.txt,10.0,0.16,0.69,5.0,0.63
RC1_8_10.txt,10.0,0.57,0.6,5.0,0.49
R1_2_9.txt,40.0,0.47,0.37,16.0,0.46
R1_8_7.txt,10.0,0.39,0.63,5.0,0.63
R2_4_9.txt,20.0,0.51,0.49,15.0,0.49
C2_8_1.txt,14.0,0.66,0.51,5.0,0.46
RC1_8_4.txt,10.0,0.6,0.66,5.0,0.54
RC1_8_3.txt,10.0,0.6,0.66,5.0,0.57
R1_4_9.txt,10.0,0.33,0.71,5.0,0.51
RC1_2_6.txt,11.0,0.23,0.44,32.0,0.66
C2_2_2.txt,12.0,0.31,0.51,39.0,0.57
C2_2_1.txt,10.0,0.27,0.4,32.0,0.51
RC2_10_10.txt,10.0,0.6,0.57,5.0,0.66
R2_10_5.txt,14.0,0.44,0.6,5.0,0.69
C1_4_7.txt,12.0,0.27,0.46,27.0,0.66
C1_8_3.txt,10.0,0.4,0.53,5.0,0.51
C1_10_7.txt,10.0,0.59,0.5,5.0,0.4
RC1_2_10.txt,15.0,0.27,0.27,13.0,0.54
RC1_4_1.txt,10.0,0.49,0.69,5.0,0.46
R1_6_3.txt,10.0,0.51,0.63,5.0,0.19
RC2_10_9.txt,10.0,0.47,0.57,5.0,0.71
RC2_8_5.txt,10.0,0.36,0.49,5.0,0.69
R2_2_9.txt,10.0,0.3,0.43,32.0,0.54
C1_10_9.txt,10.0,0.59,0.44,5.0,0.4
RC1_6_7.txt,10.0,0.3,0.4,5.0,0.49
R2_10_2.txt,10.0,0.49,0.66,5.0,0.71
RC1_8_7.txt,10.0,0.23,0.47,5.0,0.44
RC2_10_8.txt,10.0,0.24,0.43,5.0,0.71
RC1_6_1.txt,10.0,0.69,0.51,5.0,0.26
RC1_8_8.txt,10.0,0.3,0.57,5.0,0.36
C2_10_10.txt,10.0,0.69,0.51,5.0,0.4
RC2_10_4.txt,10.0,0.19,0.71,5.0,0.46
RC1_2_4.txt,15.0,0.34,0.29,13.0,0.57
C2_4_1.txt,20.0,0.54,0.51,15.0,0.57
RC1_2_2.txt,37.0,0.63,0.43,7.0,0.46
R2_8_6.txt,10.0,0.21,0.49,5.0,0.54
C1_8_5.txt,10.0,0.44,0.47,9.0,0.51
R2_2_8.txt,37.0,0.36,0.31,25.0,0.43
RC1_10_2.txt,10.0,0.6,0.71,5.0,0.6
R2_2_5.txt,10.0,0.11,0.34,25.0,0.54
R1_6_4.txt,18.0,0.56,0.66,5.0,0.49
R1_6_6.txt,10.0,0.46,0.77,5.0,0.27
R1_4_4.txt,10.0,0.51,0.44,5.0,0.43
RC2_6_10.txt,10.0,0.54,0.46,5.0,0.31
R2_8_5.txt,10.0,0.57,0.63,5.0,0.37
RC1_10_10.txt,10.0,0.34,0.6,5.0,0.59
R1_4_6.txt,10.0,0.3,0.69,5.0,0.46
RC1_4_9.txt,20.0,0.56,0.51,6.0,0.4
RC1_6_4.txt,10.0,0.24,0.39,5.0,0.43
RC2_2_5.txt,44.0,0.4,0.23,15.0,0.37
R2_10_6.txt,10.0,0.69,0.63,5.0,0.69
RC2_4_7.txt,10.0,0.19,0.43,20.0,0.54
RC1_4_4.txt,10.0,0.54,0.33,5.0,0.49
R2_6_8.txt,18.0,0.51,0.66,5.0,0.47
R1_2_3.txt,18.0,0.43,0.39,16.0,0.43
RC1_8_2.txt,18.0,0.33,0.54,5.0,0.53
RC1_6_9.txt,10.0,0.49,0.51,5.0,0.54
RC1_10_7.txt,10.0,0.63,0.6,5.0,0.63
C1_8_7.txt,18.0,0.39,0.54,5.0,0.47
R2_2_1.txt,17.0,0.37,0.44,15.0,0.43
R1_8_8.txt,10.0,0.5,0.69,5.0,0.51
C2_6_5.txt,17.0,0.51,0.41,6.0,0.4
C2_10_6.txt,10.0,0.69,0.51,5.0,0.49
R1_10_9.txt,10.0,0.27,0.6,5.0,0.69
C2_2_5.txt,40.0,0.41,0.29,25.0,0.37
RC2_2_8.txt,11.0,0.19,0.47,32.0,0.63
R1_8_4.txt,10.0,0.66,0.69,5.0,0.51
C1_8_8.txt,18.0,0.36,0.51,5.0,0.53
C1_2_4.txt,10.0,0.37,0.26,9.0,0.51
R2_6_9.txt,10.0,0.39,0.53,5.0,0.57
R1_6_8.txt,10.0,0.26,0.43,5.0,0.49
C2_6_7.txt,17.0,0.49,0.36,6.0,0.46
RC2_10_6.txt,10.0,0.57,0.57,5.0,0.71
R2_8_2.txt,10.0,0.23,0.5,5.0,0.51
RC2_6_5.txt,10.0,0.37,0.69,5.0,0.24
RC1_8_9.txt,10.0,0.6,0.66,5.0,0.43
C1_6_4.txt,18.0,0.56,0.63,5.0,0.41
R2_4_2.txt,10.0,0.4,0.41,5.0,0.37
R2_4_4.txt,10.0,0.43,0.51,15.0,0.49
RC2_2_1.txt,11.0,0.21,0.51,32.0,0.63
C2_4_8.txt,20.0,0.51,0.51,15.0,0.57
R1_10_5.txt,10.0,0.6,0.57,5.0,0.69
C2_10_2.txt,10.0,0.59,0.51,5.0,0.37
RC2_4_10.txt,18.0,0.54,0.49,16.0,0.57
C2_4_5.txt,10.0,0.46,0.37,15.0,0.6
R1_10_1.txt,10.0,0.26,0.56,5.0,0.57
C1_4_10.txt,10.0,0.19,0.37,15.0,0.41
R1_8_9.txt,10.0,0.29,0.54,5.0,0.4
RC2_4_8.txt,20.0,0.51,0.46,15.0,0.54
RC2_8_9.txt,10.0,0.46,0.54,5.0,0.4
C2_2_7.txt,10.0,0.16,0.37,25.0,0.49
R1_8_10.txt,18.0,0.36,0.49,5.0,0.5
C1_4_8.txt,11.0,0.33,0.41,27.0,0.66
R2_6_3.txt,10.0,0.57,0.66,5.0,0.23
C1_10_1.txt,11.0,0.56,0.5,6.0,0.27
R2_4_3.txt,10.0,0.54,0.36,5.0,0.46
RC2_10_7.txt,10.0,0.29,0.57,5.0,0.71
C2_6_4.txt,17.0,0.49,0.39,6.0,0.43
RC2_8_4.txt,10.0,0.57,0.66,5.0,0.51
C1_10_5.txt,15.0,0.53,0.54,6.0,0.44
C2_4_2.txt,10.0,0.37,0.4,15.0,0.54
RC2_8_1.txt,18.0,0.41,0.51,5.0,0.47
RC1_4_6.txt,10.0,0.51,0.54,5.0,0.49
C2_8_6.txt,12.0,0.6,0.54,5.0,0.37
RC1_4_8.txt,20.0,0.54,0.46,15.0,0.49
R2_2_2.txt,18.0,0.43,0.44,16.0,0.46
R1_4_1.txt,10.0,0.43,0.66,5.0,0.49
C2_8_3.txt,12.0,0.66,0.51,5.0,0.4
RC2_4_6.txt,20.0,0.56,0.54,6.0,0.37
RC2_2_4.txt,20.0,0.37,0.37,20.0,0.54
C2_4_10.txt,10.0,0.49,0.46,15.0,0.66
R2_6_7.txt,10.0,0.44,0.49,5.0,0.24
C2_8_4.txt,12.0,0.69,0.49,5.0,0.46
R2_10_8.txt,10.0,0.19,0.69,5.0,0.46
R1_4_10.txt,10.0,0.46,0.63,5.0,0.51
C1_6_8.txt,10.0,0.69,0.31,5.0,0.2
R1_2_7.txt,18.0,0.34,0.39,16.0,0.46
R2_4_10.txt,10.0,0.46,0.43,15.0,0.57
C1_2_7.txt,10.0,0.16,0.34,25.0,0.44
RC2_8_6.txt,18.0,0.39,0.51,5.0,0.5
C1_6_9.txt,10.0,0.36,0.4,13.0,0.49
R1_4_2.txt,10.0,0.34,0.69,5.0,0.43
R1_10_6.txt,10.0,0.74,0.63,5.0,0.66
R2_10_1.txt,10.0,0.53,0.51,5.0,0.69
C1_8_6.txt,20.0,0.36,0.51,5.0,0.5
R1_2_2.txt,40.0,0.49,0.33,10.0,0.43
RC2_6_2.txt,10.0,0.3,0.51,5.0,0.23
RC1_2_1.txt,11.0,0.41,0.3,7.0,0.51
RC1_8_6.txt,18.0,0.4,0.51,5.0,0.5
C2_4_7.txt,10.0,0.43,0.43,15.0,0.6
C2_8_9.txt,12.0,0.66,0.54,5.0,0.37
R2_8_9.txt,10.0,0.46,0.49,5.0,0.63
C2_6_2.txt,17.0,0.46,0.41,7.0,0.46
C2_6_9.txt,17.0,0.46,0.3,6.0,0.46
C1_2_2.txt,40.0,0.46,0.31,25.0,0.37
R2_6_2.txt,10.0,0.37,0.71,5.0,0.23
C1_6_1.txt,10.0,0.36,0.43,16.0,0.54
R1_2_6.txt,12.0,0.24,0.33,16.0,0.57
RC1_8_1.txt,10.0,0.57,0.6,5.0,0.4
C2_8_7.txt,12.0,0.63,0.51,5.0,0.37
C1_8_9.txt,10.0,0.47,0.56,5.0,0.49
RC2_8_7.txt,10.0,0.44,0.6,5.0,0.26
R2_10_4.txt,10.0,0.19,0.69,5.0,0.49
R1_2_4.txt,18.0,0.4,0.44,16.0,0.49
RC2_8_3.txt,10.0,0.41,0.6,5.0,0.54
C2_4_9.txt,10.0,0.43,0.36,5.0,0.4
RC1_4_10.txt,10.0,0.57,0.36,5.0,0.54
RC2_2_6.txt,11.0,0.36,0.34,7.0,0.46
R1_8_1.txt,10.0,0.51,0.63,5.0,0.33
C1_6_10.txt,18.0,0.61,0.63,5.0,0.44
RC2_6_1.txt,10.0,0.66,0.49,5.0,0.2
RC2_2_3.txt,17.0,0.36,0.33,15.0,0.57
RC1_8_5.txt,10.0,0.26,0.51,5.0,0.6
R2_4_7.txt,10.0,0.54,0.36,5.0,0.46
R1_8_3.txt,10.0,0.27,0.63,5.0,0.54
RC1_2_3.txt,17.0,0.39,0.34,15.0,0.54
C2_2_4.txt,44.0,0.54,0.4,13.0,0.4
R2_6_1.txt,10.0,0.69,0.43,5.0,0.2
RC2_8_2.txt,10.0,0.26,0.54,5.0,0.66
C1_4_6.txt,10.0,0.17,0.4,20.0,0.44
C2_8_10.txt,14.0,0.66,0.51,5.0,0.46
C2_2_8.txt,10.0,0.29,0.3,16.0,0.51
RC2_2_7.txt,17.0,0.36,0.36,17.0,0.54
R2_8_4.txt,10.0,0.63,0.63,5.0,0.49
C1_2_5.txt,10.0,0.14,0.34,25.0,0.5
C1_2_1.txt,10.0,0.14,0.34,25.0,0.5
R1_4_3.txt,10.0,0.3,0.71,5.0,0.49
R2_6_6.txt,10.0,0.37,0.71,5.0,0.23
R1_6_7.txt,10.0,0.57,0.66,5.0,0.23
R2_4_6.txt,20.0,0.53,0.49,6.0,0.4
C2_2_10.txt,12.0,0.3,0.47,39.0,0.6
R1_6_2.txt,10.0,0.4,0.77,5.0,0.31
C2_4_3.txt,10.0,0.34,0.46,15.0,0.54
C1_6_3.txt,10.0,0.66,0.46,5.0,0.19
C1_10_2.txt,10.0,0.61,0.5,5.0,0.37
C2_10_3.txt,10.0,0.61,0.46,5.0,0.46

